user_id,departure,destination,create_time,update_time
047e5a6634574806855c664716702823,马鞍山,巴彦淖尔,2021/11/16 1:39,2021/11/16 1:39
84f496f59c2c4d31a196c3b1bd994a16,成都,清远,2021/9/6 5:20,2021/9/6 5:20
a1d3bf10ae564a9a92fca63502b41c0c,安阳,那曲,2021/9/26 7:19,2021/9/26 7:19
7bbcd4290a144efbae687a5b74790f17,丽水,商丘,2022/1/24 21:12,2022/1/24 21:12
047e5a6634574806855c664716702823,鹤岗,龙岩,2021/11/2 5:02,2021/11/2 5:02
475ff55d355045e0886893e31d314fda,克拉玛依,丹东,2021/12/23 20:01,2021/12/23 20:01
047e5a6634574806855c664716702823,湘潭,泉州,2021/9/17 6:56,2021/9/17 6:56
fec476701bdc4cf0993971d1d0e1afbb,盘锦,朝阳,2021/9/11 7:54,2021/9/11 7:54
a345c04ab8a24cefa1d0b88c94e78390,南京,六安,2021/8/2 3:52,2021/8/2 3:52
a1d3bf10ae564a9a92fca63502b41c0c,辽源,昆明,2021/7/19 12:52,2021/7/19 12:52
475ff55d355045e0886893e31d314fda,绥化,怀化,2021/10/18 0:14,2021/10/18 0:14
9880b57d988b4672bcad2a3ffe32a3ec,武汉,吐鲁番,2021/7/26 20:18,2021/7/26 20:18
047e5a6634574806855c664716702823,亳州,内江,2021/11/28 22:51,2021/11/28 22:51
7bbcd4290a144efbae687a5b74790f17,绍兴,阳泉,2021/12/8 3:39,2021/12/8 3:39
84f496f59c2c4d31a196c3b1bd994a16,双鸭山,漳州,2021/10/4 3:50,2021/10/4 3:50
b952899406e94a7c9b690cc7bbf08ee5,吕梁,宁波,2021/9/1 8:17,2021/9/1 8:17
fec476701bdc4cf0993971d1d0e1afbb,渭南,江门,2021/11/22 10:35,2021/11/22 10:35
047e5a6634574806855c664716702823,林芝,景德镇,2021/12/2 2:57,2021/12/2 2:57
475ff55d355045e0886893e31d314fda,东莞,葫芦岛,2021/8/24 16:18,2021/8/24 16:18
fec476701bdc4cf0993971d1d0e1afbb,池州,南京,2022/2/2 16:09,2022/2/2 16:09
a1d3bf10ae564a9a92fca63502b41c0c,长治,榆林,2022/1/19 21:39,2022/1/19 21:39
84f496f59c2c4d31a196c3b1bd994a16,新余,中山,2021/8/26 7:02,2021/8/26 7:02
7bbcd4290a144efbae687a5b74790f17,呼伦贝尔,安阳,2021/8/15 6:17,2021/8/15 6:17
a1d3bf10ae564a9a92fca63502b41c0c,宣城,辽阳,2021/11/7 11:27,2021/11/7 11:27
475ff55d355045e0886893e31d314fda,天水,重庆,2021/10/16 12:03,2021/10/16 12:03
84f496f59c2c4d31a196c3b1bd994a16,江门,包头,2022/1/2 5:27,2022/1/2 5:27
d59c28ee1dd34c05a59a3e21a112215c,内江,贵阳,2021/7/22 8:52,2021/7/22 8:52
fec476701bdc4cf0993971d1d0e1afbb,拉萨,合肥,2021/12/8 13:37,2021/12/8 13:37
fec476701bdc4cf0993971d1d0e1afbb,安顺,日照,2021/7/31 12:59,2021/7/31 12:59
047e5a6634574806855c664716702823,玉溪,张掖,2022/1/7 3:23,2022/1/7 3:23
b952899406e94a7c9b690cc7bbf08ee5,邵阳,娄底,2021/11/21 18:26,2021/11/21 18:26
475ff55d355045e0886893e31d314fda,东营,七台河,2021/10/11 7:22,2021/10/11 7:22
84f496f59c2c4d31a196c3b1bd994a16,重庆,淮南,2021/12/7 17:07,2021/12/7 17:07
d59c28ee1dd34c05a59a3e21a112215c,安康,亳州,2021/12/1 15:53,2021/12/1 15:53
b952899406e94a7c9b690cc7bbf08ee5,杭州,雅安,2021/9/5 3:01,2021/9/5 3:01
047e5a6634574806855c664716702823,许昌,广安,2021/12/8 8:00,2021/12/8 8:00
84f496f59c2c4d31a196c3b1bd994a16,德阳,洛阳,2021/9/21 1:09,2021/9/21 1:09
b952899406e94a7c9b690cc7bbf08ee5,云浮,烟台,2021/7/21 18:14,2021/7/21 18:14
475ff55d355045e0886893e31d314fda,张家口,攀枝花,2021/10/8 5:23,2021/10/8 5:23
475ff55d355045e0886893e31d314fda,莆田,厦门,2021/12/12 2:32,2021/12/12 2:32
fec476701bdc4cf0993971d1d0e1afbb,马鞍山,聊城,2021/9/27 21:10,2021/9/27 21:10
fec476701bdc4cf0993971d1d0e1afbb,河池,梅州,2021/11/2 21:11,2021/11/2 21:11
d59c28ee1dd34c05a59a3e21a112215c,吐鲁番,温州,2021/10/18 2:25,2021/10/18 2:25
047e5a6634574806855c664716702823,阜阳,西宁,2021/12/1 7:29,2021/12/1 7:29
84f496f59c2c4d31a196c3b1bd994a16,肇庆,临沂,2021/12/10 8:28,2021/12/10 8:28
7bbcd4290a144efbae687a5b74790f17,铜川,汕尾,2021/8/29 3:56,2021/8/29 3:56
d59c28ee1dd34c05a59a3e21a112215c,咸宁,珠海,2021/8/27 4:28,2021/8/27 4:28
9880b57d988b4672bcad2a3ffe32a3ec,温州,益阳,2021/10/5 12:28,2021/10/5 12:28
fec476701bdc4cf0993971d1d0e1afbb,宜春,内江,2021/12/31 8:46,2021/12/31 8:46
7bbcd4290a144efbae687a5b74790f17,巴彦淖尔,松原,2021/8/2 10:26,2021/8/2 10:26
a1d3bf10ae564a9a92fca63502b41c0c,商洛,梧州,2021/12/26 23:23,2021/12/26 23:23
a1d3bf10ae564a9a92fca63502b41c0c,株洲,鄂尔多斯,2021/11/11 0:10,2021/11/11 0:10
d59c28ee1dd34c05a59a3e21a112215c,忻州,白城,2021/8/24 17:58,2021/8/24 17:58
d59c28ee1dd34c05a59a3e21a112215c,益阳,哈尔滨,2022/2/2 13:47,2022/2/2 13:47
a345c04ab8a24cefa1d0b88c94e78390,黄石,新余,2021/11/4 2:33,2021/11/4 2:33
a1d3bf10ae564a9a92fca63502b41c0c,大连,新余,2021/7/23 7:03,2021/7/23 7:03
9880b57d988b4672bcad2a3ffe32a3ec,攀枝花,绵阳,2021/9/3 0:13,2021/9/3 0:13
d59c28ee1dd34c05a59a3e21a112215c,滁州,衢州,2021/7/16 13:01,2021/7/16 13:01
a345c04ab8a24cefa1d0b88c94e78390,岳阳,来宾,2021/11/17 10:29,2021/11/17 10:29
b952899406e94a7c9b690cc7bbf08ee5,泉州,安阳,2022/1/6 2:01,2022/1/6 2:01
fec476701bdc4cf0993971d1d0e1afbb,荆门,佛山,2021/7/26 14:39,2021/7/26 14:39
7bbcd4290a144efbae687a5b74790f17,葫芦岛,汕尾,2021/10/7 20:57,2021/10/7 20:57
b952899406e94a7c9b690cc7bbf08ee5,太原,三亚,2021/12/15 10:00,2021/12/15 10:00
7bbcd4290a144efbae687a5b74790f17,通化,雅安,2021/10/13 9:30,2021/10/13 9:30
7bbcd4290a144efbae687a5b74790f17,钦州,台州,2021/11/3 10:04,2021/11/3 10:04
b952899406e94a7c9b690cc7bbf08ee5,信阳,阜阳,2021/7/20 17:08,2021/7/20 17:08
9880b57d988b4672bcad2a3ffe32a3ec,七台河,泰州,2021/10/14 18:24,2021/10/14 18:24
b952899406e94a7c9b690cc7bbf08ee5,宁波,丽水,2021/11/25 14:12,2021/11/25 14:12
475ff55d355045e0886893e31d314fda,防城港,温州,2022/1/20 19:46,2022/1/20 19:46
9880b57d988b4672bcad2a3ffe32a3ec,银川,郑州,2022/1/15 4:35,2022/1/15 4:35
7bbcd4290a144efbae687a5b74790f17,安阳,通化,2021/10/25 18:44,2021/10/25 18:44
9880b57d988b4672bcad2a3ffe32a3ec,邯郸,信阳,2021/10/24 2:08,2021/10/24 2:08
d59c28ee1dd34c05a59a3e21a112215c,山南,黄山,2021/9/28 21:52,2021/9/28 21:52
d59c28ee1dd34c05a59a3e21a112215c,运城,绍兴,2021/10/7 0:24,2021/10/7 0:24
b952899406e94a7c9b690cc7bbf08ee5,哈密,贵港,2021/8/25 1:35,2021/8/25 1:35
9880b57d988b4672bcad2a3ffe32a3ec,金华,南昌,2021/7/24 2:00,2021/7/24 2:00
7bbcd4290a144efbae687a5b74790f17,宜春,揭阳,2022/1/28 13:06,2022/1/28 13:06
84f496f59c2c4d31a196c3b1bd994a16,安顺,乌鲁木齐,2022/2/4 19:13,2022/2/4 19:13
047e5a6634574806855c664716702823,本溪,十堰,2022/1/5 2:22,2022/1/5 2:22
7bbcd4290a144efbae687a5b74790f17,信阳,乌鲁木齐,2021/12/15 18:39,2021/12/15 18:39
9880b57d988b4672bcad2a3ffe32a3ec,潍坊,伊春,2022/1/3 15:02,2022/1/3 15:02
fec476701bdc4cf0993971d1d0e1afbb,遂宁,荆门,2021/11/5 20:21,2021/11/5 20:21
a1d3bf10ae564a9a92fca63502b41c0c,张家界,张掖,2022/1/21 9:28,2022/1/21 9:28
7bbcd4290a144efbae687a5b74790f17,张掖,梅州,2021/9/6 20:21,2021/9/6 20:21
fec476701bdc4cf0993971d1d0e1afbb,崇左,本溪,2021/8/1 22:40,2021/8/1 22:40
b952899406e94a7c9b690cc7bbf08ee5,白城,朔州,2021/11/20 15:29,2021/11/20 15:29
475ff55d355045e0886893e31d314fda,南平,佳木斯,2021/9/26 6:32,2021/9/26 6:32
d59c28ee1dd34c05a59a3e21a112215c,濮阳,盘锦,2021/10/10 4:22,2021/10/10 4:22
84f496f59c2c4d31a196c3b1bd994a16,茂名,嘉兴,2021/12/10 8:23,2021/12/10 8:23
047e5a6634574806855c664716702823,鹰潭,惠州,2022/1/25 22:28,2022/1/25 22:28
9880b57d988b4672bcad2a3ffe32a3ec,铜仁,抚顺,2021/12/7 2:06,2021/12/7 2:06
a1d3bf10ae564a9a92fca63502b41c0c,贺州,广州,2021/12/27 12:18,2021/12/27 12:18
d59c28ee1dd34c05a59a3e21a112215c,常州,张家界,2021/9/15 0:28,2021/9/15 0:28
a1d3bf10ae564a9a92fca63502b41c0c,九江,成都,2021/11/13 19:00,2021/11/13 19:00
047e5a6634574806855c664716702823,吉安,台州,2022/1/23 22:20,2022/1/23 22:20
9880b57d988b4672bcad2a3ffe32a3ec,攀枝花,普洱,2021/9/13 23:00,2021/9/13 23:00
84f496f59c2c4d31a196c3b1bd994a16,六盘水,潮州,2021/8/25 10:22,2021/8/25 10:22
a1d3bf10ae564a9a92fca63502b41c0c,金昌,汕尾,2021/7/20 22:30,2021/7/20 22:30
fec476701bdc4cf0993971d1d0e1afbb,绵阳,南平,2021/12/28 0:53,2021/12/28 0:53
84f496f59c2c4d31a196c3b1bd994a16,武威,南阳,2022/1/16 11:53,2022/1/16 11:53
fec476701bdc4cf0993971d1d0e1afbb,台州,金昌,2021/7/25 23:55,2021/7/25 23:55
fec476701bdc4cf0993971d1d0e1afbb,吉林,韶关,2021/8/18 1:58,2021/8/18 1:58
a345c04ab8a24cefa1d0b88c94e78390,泸州,唐山,2022/1/28 1:09,2022/1/28 1:09
84f496f59c2c4d31a196c3b1bd994a16,赤峰,济宁,2021/11/18 11:40,2021/11/18 11:40
475ff55d355045e0886893e31d314fda,邵阳,漯河,2021/8/11 7:43,2021/8/11 7:43
d59c28ee1dd34c05a59a3e21a112215c,陇南,中卫,2022/1/6 11:18,2022/1/6 11:18
a345c04ab8a24cefa1d0b88c94e78390,九江,新余,2021/11/11 23:12,2021/11/11 23:12
fec476701bdc4cf0993971d1d0e1afbb,林芝,青岛,2021/12/18 13:04,2021/12/18 13:04
a345c04ab8a24cefa1d0b88c94e78390,陇南,唐山,2021/8/23 7:50,2021/8/23 7:50
047e5a6634574806855c664716702823,鹤壁,平凉,2022/1/24 17:47,2022/1/24 17:47
d59c28ee1dd34c05a59a3e21a112215c,成都,信阳,2021/9/23 14:24,2021/9/23 14:24
a345c04ab8a24cefa1d0b88c94e78390,廊坊,石嘴山,2022/1/23 2:25,2022/1/23 2:25
9880b57d988b4672bcad2a3ffe32a3ec,盐城,贵阳,2021/12/4 4:43,2021/12/4 4:43
d59c28ee1dd34c05a59a3e21a112215c,牡丹江,定西,2022/1/21 10:50,2022/1/21 10:50
a1d3bf10ae564a9a92fca63502b41c0c,石嘴山,晋中,2022/1/13 22:50,2022/1/13 22:50
a345c04ab8a24cefa1d0b88c94e78390,赣州,肇庆,2021/10/29 2:08,2021/10/29 2:08
fec476701bdc4cf0993971d1d0e1afbb,曲靖,鹰潭,2021/8/6 4:37,2021/8/6 4:37
b952899406e94a7c9b690cc7bbf08ee5,攀枝花,株洲,2021/10/8 13:09,2021/10/8 13:09
a345c04ab8a24cefa1d0b88c94e78390,云浮,广元,2021/11/1 7:04,2021/11/1 7:04
d59c28ee1dd34c05a59a3e21a112215c,本溪,自贡,2021/9/19 22:42,2021/9/19 22:42
d59c28ee1dd34c05a59a3e21a112215c,苏州,平顶山,2021/12/20 12:05,2021/12/20 12:05
a1d3bf10ae564a9a92fca63502b41c0c,湖州,锦州,2022/2/4 16:00,2022/2/4 16:00
9880b57d988b4672bcad2a3ffe32a3ec,济宁,河池,2021/11/22 0:56,2021/11/22 0:56
b952899406e94a7c9b690cc7bbf08ee5,呼伦贝尔,萍乡,2021/8/6 8:48,2021/8/6 8:48
84f496f59c2c4d31a196c3b1bd994a16,嘉兴,三亚,2021/11/13 9:07,2021/11/13 9:07
fec476701bdc4cf0993971d1d0e1afbb,阜阳,南京,2021/11/27 10:06,2021/11/27 10:06
b952899406e94a7c9b690cc7bbf08ee5,池州,赤峰,2021/10/13 14:12,2021/10/13 14:12
475ff55d355045e0886893e31d314fda,铜仁,那曲,2021/11/26 10:18,2021/11/26 10:18
047e5a6634574806855c664716702823,渭南,阜阳,2021/8/10 17:36,2021/8/10 17:36
9880b57d988b4672bcad2a3ffe32a3ec,达州,盘锦,2021/9/2 9:21,2021/9/2 9:21
a345c04ab8a24cefa1d0b88c94e78390,西宁,扬州,2021/8/19 19:03,2021/8/19 19:03
475ff55d355045e0886893e31d314fda,平顶山,辽阳,2021/12/7 22:13,2021/12/7 22:13
b952899406e94a7c9b690cc7bbf08ee5,晋城,呼和浩特,2022/1/17 2:26,2022/1/17 2:26
475ff55d355045e0886893e31d314fda,晋中,台州,2021/8/3 16:11,2021/8/3 16:11
7bbcd4290a144efbae687a5b74790f17,本溪,绵阳,2021/8/4 13:31,2021/8/4 13:31
7bbcd4290a144efbae687a5b74790f17,毕节,德州,2021/7/28 18:22,2021/7/28 18:22
d59c28ee1dd34c05a59a3e21a112215c,莆田,淮北,2021/10/17 13:23,2021/10/17 13:23
7bbcd4290a144efbae687a5b74790f17,湛江,梧州,2022/1/19 4:16,2022/1/19 4:16
a1d3bf10ae564a9a92fca63502b41c0c,沈阳,德阳,2021/10/20 2:48,2021/10/20 2:48
fec476701bdc4cf0993971d1d0e1afbb,梅州,衡阳,2021/8/16 1:04,2021/8/16 1:04
84f496f59c2c4d31a196c3b1bd994a16,松原,钦州,2021/7/22 3:14,2021/7/22 3:14
7bbcd4290a144efbae687a5b74790f17,茂名,怀化,2021/8/5 5:42,2021/8/5 5:42
fec476701bdc4cf0993971d1d0e1afbb,乌海,吴忠,2021/8/13 20:31,2021/8/13 20:31
d59c28ee1dd34c05a59a3e21a112215c,宁波,毕节,2021/8/12 1:13,2021/8/12 1:13
d59c28ee1dd34c05a59a3e21a112215c,白城,张家口,2021/12/12 9:03,2021/12/12 9:03
9880b57d988b4672bcad2a3ffe32a3ec,哈尔滨,沧州,2021/11/11 16:37,2021/11/11 16:37
a345c04ab8a24cefa1d0b88c94e78390,苏州,潍坊,2022/1/8 8:17,2022/1/8 8:17
9880b57d988b4672bcad2a3ffe32a3ec,珠海,常德,2021/11/4 16:31,2021/11/4 16:31
fec476701bdc4cf0993971d1d0e1afbb,广元,西宁,2021/12/4 12:46,2021/12/4 12:46
7bbcd4290a144efbae687a5b74790f17,张掖,四平,2021/12/19 12:57,2021/12/19 12:57
b952899406e94a7c9b690cc7bbf08ee5,许昌,酒泉,2022/1/30 9:19,2022/1/30 9:19
475ff55d355045e0886893e31d314fda,广安,淮南,2021/10/19 7:12,2021/10/19 7:12
d59c28ee1dd34c05a59a3e21a112215c,徐州,上饶,2021/12/22 18:04,2021/12/22 18:04
84f496f59c2c4d31a196c3b1bd994a16,新乡,巴彦淖尔,2021/7/24 13:22,2021/7/24 13:22
9880b57d988b4672bcad2a3ffe32a3ec,三门峡,云浮,2022/2/2 0:59,2022/2/2 0:59
047e5a6634574806855c664716702823,淮南,南阳,2021/7/21 2:37,2021/7/21 2:37
047e5a6634574806855c664716702823,驻马店,衡阳,2022/1/29 9:59,2022/1/29 9:59
d59c28ee1dd34c05a59a3e21a112215c,本溪,儋州,2021/10/24 7:34,2021/10/24 7:34
475ff55d355045e0886893e31d314fda,六盘水,湛江,2022/2/1 11:26,2022/2/1 11:26
84f496f59c2c4d31a196c3b1bd994a16,白城,周口,2021/10/20 22:05,2021/10/20 22:05
047e5a6634574806855c664716702823,海东,深圳,2022/1/30 6:10,2022/1/30 6:10
047e5a6634574806855c664716702823,阜新,衡阳,2021/12/12 14:58,2021/12/12 14:58
9880b57d988b4672bcad2a3ffe32a3ec,兰州,淄博,2021/7/28 9:46,2021/7/28 9:46
84f496f59c2c4d31a196c3b1bd994a16,邵阳,兰州,2022/1/6 8:55,2022/1/6 8:55
d59c28ee1dd34c05a59a3e21a112215c,陇南,宣城,2022/1/31 20:46,2022/1/31 20:46
fec476701bdc4cf0993971d1d0e1afbb,衢州,惠州,2021/10/29 16:36,2021/10/29 16:36
047e5a6634574806855c664716702823,沧州,焦作,2021/10/14 12:24,2021/10/14 12:24
d59c28ee1dd34c05a59a3e21a112215c,商丘,三亚,2021/7/24 18:14,2021/7/24 18:14
9880b57d988b4672bcad2a3ffe32a3ec,鹤壁,河池,2021/12/28 1:22,2021/12/28 1:22
9880b57d988b4672bcad2a3ffe32a3ec,杭州,邯郸,2021/12/9 12:01,2021/12/9 12:01
d59c28ee1dd34c05a59a3e21a112215c,淮南,鹰潭,2021/10/1 2:03,2021/10/1 2:03
7bbcd4290a144efbae687a5b74790f17,咸宁,武汉,2021/9/20 5:56,2021/9/20 5:56
047e5a6634574806855c664716702823,无锡,汕尾,2021/8/8 19:25,2021/8/8 19:25
475ff55d355045e0886893e31d314fda,崇左,遂宁,2021/8/6 14:10,2021/8/6 14:10
a1d3bf10ae564a9a92fca63502b41c0c,临汾,乌海,2021/12/20 3:09,2021/12/20 3:09
9880b57d988b4672bcad2a3ffe32a3ec,遵义,商洛,2021/10/11 6:35,2021/10/11 6:35
d59c28ee1dd34c05a59a3e21a112215c,防城港,常州,2021/12/11 5:08,2021/12/11 5:08
fec476701bdc4cf0993971d1d0e1afbb,张掖,洛阳,2022/1/20 4:03,2022/1/20 4:03
b952899406e94a7c9b690cc7bbf08ee5,阳泉,郴州,2021/9/13 2:58,2021/9/13 2:58
fec476701bdc4cf0993971d1d0e1afbb,商洛,荆门,2021/12/12 7:39,2021/12/12 7:39
9880b57d988b4672bcad2a3ffe32a3ec,龙岩,菏泽,2022/2/6 9:11,2022/2/6 9:11
a345c04ab8a24cefa1d0b88c94e78390,晋城,嘉峪关,2021/7/28 21:52,2021/7/28 21:52
475ff55d355045e0886893e31d314fda,漯河,衡阳,2021/8/26 19:56,2021/8/26 19:56
b952899406e94a7c9b690cc7bbf08ee5,连云港,襄阳,2021/7/30 11:57,2021/7/30 11:57
d59c28ee1dd34c05a59a3e21a112215c,鹤壁,云浮,2021/9/9 16:20,2021/9/9 16:20
fec476701bdc4cf0993971d1d0e1afbb,牡丹江,广州,2021/10/20 14:08,2021/10/20 14:08
7bbcd4290a144efbae687a5b74790f17,泰安,潍坊,2022/1/23 4:07,2022/1/23 4:07
a345c04ab8a24cefa1d0b88c94e78390,唐山,邵阳,2022/1/21 20:03,2022/1/21 20:03
047e5a6634574806855c664716702823,牡丹江,阜新,2021/9/7 8:01,2021/9/7 8:01
d59c28ee1dd34c05a59a3e21a112215c,阜新,六盘水,2022/1/3 7:18,2022/1/3 7:18
d59c28ee1dd34c05a59a3e21a112215c,柳州,芜湖,2022/1/21 20:17,2022/1/21 20:17
a1d3bf10ae564a9a92fca63502b41c0c,中山,日照,2021/12/8 8:00,2021/12/8 8:00
b952899406e94a7c9b690cc7bbf08ee5,黄石,晋城,2021/11/11 10:14,2021/11/11 10:14
84f496f59c2c4d31a196c3b1bd994a16,成都,信阳,2022/2/7 11:48,2022/2/7 11:48
